"","logFC","logCPM","F","PValue","FDR","gene_name","z","gene_id","ovl_with_cherryetal","gene_id_trimmed","Human_gene_id","HGNC.symbol"
"Pde10a",-0.692201811533603,4.4568915478536,41.2338613741615,1.28083407828228e-05,0.000312409575873053,"Pde10a",-4.36335404037315,"ENSMUSG00000023868.17",TRUE,"ENSMUSG00000023868","ENSG00000112541","PDE10A"
"Cldn15",-1.54934228779741,2.68048057677417,41.2125597517891,1.28449285388268e-05,0.000312741280151899,"Cldn15",-4.36273024785761,"ENSMUSG00000001739.14",TRUE,"ENSMUSG00000001739","ENSG00000106404","CLDN15"
"Crtap",0.488008934380587,7.5931482511044,41.203067184827,1.28612712833643e-05,0.000312741280151899,"Crtap",4.3624521644569,"ENSMUSG00000032431.6",TRUE,"ENSMUSG00000032431","ENSG00000170275","CRTAP"
"Pdgfa",0.78381474572742,4.87923722251016,41.0043961800453,1.32087964111455e-05,0.000320212636168365,"Pdgfa",4.35661722665873,"ENSMUSG00000025856.15",TRUE,"ENSMUSG00000025856","ENSG00000197461","PDGFA"
"Plod3",0.493301624356467,7.11043020424071,40.9731054635576,1.32644993268563e-05,0.000321073565898016,"Plod3",4.35569562109736,"ENSMUSG00000004846.10",TRUE,"ENSMUSG00000004846","ENSG00000106397","PLOD3"
"Ang",-0.84433865725098,4.82080927687667,40.9483844872703,1.33086958883763e-05,0.000321653785277884,"Ang",-4.35496701146426,"ENSMUSG00000072115.11",TRUE,"ENSMUSG00000072115","ENSG00000214274","ANG"
"Adgrf5",0.622332047316655,5.27674396179069,40.9018795182679,1.33922928253903e-05,0.000323183054328046,"Adgrf5",4.35359515057235,"ENSMUSG00000056492.6",TRUE,"ENSMUSG00000056492","ENSG00000069122","ADGRF5"
"Timp3",-0.552416706764612,8.49978169347216,40.7954941762781,1.35857853535779e-05,0.000327355673451437,"Timp3",-4.35045093454254,"ENSMUSG00000020044.13",TRUE,"ENSMUSG00000020044","ENSG00000100234","TIMP3"
"Eda2r",0.922613735937219,4.82906671471782,40.7635079953185,1.36445816618413e-05,0.000328275010844573,"Eda2r",4.34950396552124,"ENSMUSG00000034457.10",TRUE,"ENSMUSG00000034457","ENSG00000131080","EDA2R"
"Ndn",-0.625791799251588,6.36686965300337,40.7161322373127,1.37321992361039e-05,0.000329883934217162,"Ndn",-4.34810000067791,"ENSMUSG00000033585.5",TRUE,"ENSMUSG00000033585","ENSG00000182636","NDN"
"Mrc2",0.571353861600827,9.05578450414864,40.6895817413271,1.3781581867137e-05,0.00033057088451445,"Mrc2",4.34731246465136,"ENSMUSG00000020695.14",FALSE,"ENSMUSG00000020695","ENSG00000011028","MRC2"
"Ajap1",-3.50823517115449,0.2476834118879,40.6369397935304,1.38800916669903e-05,0.000332432376174919,"Ajap1",-4.34574947451247,"ENSMUSG00000039546.9",TRUE,"ENSMUSG00000039546","ENSG00000196581","AJAP1"
"Emx2os",-1.24039841669437,2.53114386622526,40.6072927837964,1.39359229830179e-05,0.000333267643908171,"Emx2os",-4.34486832691354,"ENSMUSG00000087095.2",FALSE,"ENSMUSG00000087095",NA,NA
"Stxbp6",-0.742768879165388,5.04491725132121,40.5451053560678,1.4053866187851e-05,0.000335583534512605,"Stxbp6",-4.34301792589643,"ENSMUSG00000046314.16",TRUE,"ENSMUSG00000046314","ENSG00000168952","STXBP6"
"Slc29a1",-0.603793607205503,6.82998764656071,40.5174353896809,1.41067089854335e-05,0.000336340319333357,"Slc29a1",-4.34219367945096,"ENSMUSG00000023942.15",TRUE,"ENSMUSG00000023942","ENSG00000112759","SLC29A1"
"Dcun1d3",-0.721478447639389,4.473256836125,40.2808180508131,1.45679343752833e-05,0.000346494789169437,"Dcun1d3",-4.33512194135117,"ENSMUSG00000048787.13",TRUE,"ENSMUSG00000048787","ENSG00000188215","DCUN1D3"
"Sgce",-0.501220899277572,6.81649132768506,40.2591856161251,1.46109500277633e-05,0.000346494789169437,"Sgce",-4.33447332909399,"ENSMUSG00000004631.15",TRUE,"ENSMUSG00000004631","ENSG00000127990","SGCE"
"Csf2rb2",0.836797957102054,5.18756111204544,40.2578749821421,1.46135608336714e-05,0.000346494789169437,"Csf2rb2",4.3344340206501,"ENSMUSG00000071714.7",TRUE,"ENSMUSG00000071714","ENSG00000100368","CSF2RB"
"Nid1",-0.548531659768738,11.0892027424422,40.2547652987031,1.46197575006409e-05,0.000346494789169437,"Nid1",-4.33434075007932,"ENSMUSG00000005397.8",TRUE,"ENSMUSG00000005397","ENSG00000116962","NID1"
"Efna5",-1.11748759189437,2.73406816307088,40.2106558650949,1.47079769637322e-05,0.000348066901271179,"Efna5",-4.33301696736593,"ENSMUSG00000048915.12",TRUE,"ENSMUSG00000048915","ENSG00000184349","EFNA5"
"Slc39a13",0.518100880055369,6.31247011303674,40.1601039568936,1.48098268231517e-05,0.000349956427887937,"Slc39a13",4.33149803699837,"ENSMUSG00000002105.15",TRUE,"ENSMUSG00000002105","ENSG00000165915","SLC39A13"
"Krt36",-2.22075987159018,1.78378517678518,40.1039395010373,1.49239263859839e-05,0.000352129378807569,"Krt36",-4.32980820631306,"ENSMUSG00000020916.8",TRUE,"ENSMUSG00000020916","ENSG00000126337","KRT36"
"Igsf21",-4.96783980427327,-0.18845344513906,40.0428398944435,1.50491886572215e-05,0.000354558884764138,"Igsf21",-4.32796718158871,"ENSMUSG00000040972.8",TRUE,"ENSMUSG00000040972","ENSG00000117154","IGSF21"
"Stx16",-0.502781554943547,6.06087052702645,40.0053281341621,1.51266849525922e-05,0.000355857501185021,"Stx16",-4.32683549265491,"ENSMUSG00000027522.15",TRUE,"ENSMUSG00000027522","ENSG00000124222","STX16"
"Pxylp1",0.664539323301238,5.24351229890297,39.9209041702001,1.53027638872636e-05,0.000359468026734347,"Pxylp1",4.32428460030855,"ENSMUSG00000043587.15",TRUE,"ENSMUSG00000043587","ENSG00000155893","PXYLP1"
"Gmppb",0.676859148872099,4.89296395393511,39.870490867729,1.54090195060566e-05,0.000361430143369939,"Gmppb",4.3227587579521,"ENSMUSG00000070284.10",TRUE,"ENSMUSG00000070284","ENSG00000173540","GMPPB"
"Blvrb",-0.770055973434562,4.79264389324484,39.7839457397846,1.55933923650542e-05,0.000365216080679612,"Blvrb",-4.32013479184889,"ENSMUSG00000040466.16",TRUE,"ENSMUSG00000040466","ENSG00000090013","BLVRB"
"Il6",-0.767582884532245,9.10276057856274,39.7013086353071,1.57717844243063e-05,0.000368851011323152,"Il6",-4.31762394680017,"ENSMUSG00000025746.11",TRUE,"ENSMUSG00000025746","ENSG00000136244","IL6"
"Gpr153",0.491205941376099,7.35834563078142,39.6503377861693,1.58829741802463e-05,0.000370905930085841,"Gpr153",4.31607262577159,"ENSMUSG00000042804.13",TRUE,"ENSMUSG00000042804","ENSG00000158292","GPR153"
"Cdkn1a",0.464834920931945,7.35535070315178,39.6083328712635,1.59752756262718e-05,0.000372032433674361,"Cdkn1a",4.3147926784946,"ENSMUSG00000023067.14",TRUE,"ENSMUSG00000023067","ENSG00000124762","CDKN1A"
"Rcc2",0.52036652011049,6.08670798909053,39.6070967296787,1.59780011444123e-05,0.000372032433674361,"Rcc2",4.31475499089006,"ENSMUSG00000040945.13",TRUE,"ENSMUSG00000040945","ENSG00000179051","RCC2"
"Calml4",-1.71050295896594,2.20418032343213,39.569601125358,1.60609255052809e-05,0.000373416517997781,"Calml4",-4.3136112587418,"ENSMUSG00000032246.14",TRUE,"ENSMUSG00000032246","ENSG00000129007","CALML4"
"Hist1h2bc",0.728581732717008,4.45195112175141,39.4021170683999,1.64373550177957e-05,0.000381117801620905,"Hist1h2bc",4.30848913430736,"ENSMUSG00000018102.5",FALSE,"ENSMUSG00000018102",NA,NA
"Mt1",-0.607631954911315,8.93024940185326,39.4009145361658,1.6440093813239e-05,0.000381117801620905,"Mt1",-4.3084522784635,"ENSMUSG00000031765.8",TRUE,"ENSMUSG00000031765","ENSG00000125144","MT1G"
"Ddx5",-0.515300519737109,10.4806590283497,39.3633662236525,1.65258726311378e-05,0.000381643184339226,"Ddx5",-4.30730090874165,"ENSMUSG00000020719.14",TRUE,"ENSMUSG00000020719","ENSG00000108654","DDX5"
"Gask1a",-0.718694662596093,4.43849830807753,39.3600490178018,1.6533475198887e-05,0.000381643184339226,"Gask1a",-4.3071991379138,"ENSMUSG00000038233.9",FALSE,"ENSMUSG00000038233","ENSG00000144649","GASK1A"
"Duox1",-0.950074707830458,4.97779903765303,39.3594922783457,1.65347515569217e-05,0.000381643184339226,"Duox1",-4.30718205647829,"ENSMUSG00000033268.8",FALSE,"ENSMUSG00000033268","ENSG00000137857","DUOX1"
"Nrp2",0.699103905952205,6.0241398449908,39.322004792299,1.6620952188305e-05,0.000383076815435673,"Nrp2",4.30603133634687,"ENSMUSG00000025969.15",TRUE,"ENSMUSG00000025969","ENSG00000118257","NRP2"
"Steap2",0.793124437714742,5.19875705936425,39.1740996997063,1.69660749160698e-05,0.000390465252373744,"Steap2",4.3014804448671,"ENSMUSG00000015653.13",TRUE,"ENSMUSG00000015653","ENSG00000157214","STEAP2"
"Frmd7",-1.68896534685566,1.92986396948378,39.1419401325698,1.70421905958293e-05,0.000391497258010837,"Frmd7",-4.30048864269457,"ENSMUSG00000036131.12",FALSE,"ENSMUSG00000036131","ENSG00000165694","FRMD7"
"Srsf5",-0.582551429287792,8.46287855717352,39.1343750269454,1.70601521600648e-05,0.000391497258010837,"Srsf5",-4.30025521565751,"ENSMUSG00000021134.17",TRUE,"ENSMUSG00000021134","ENSG00000100650","SRSF5"
"Amn",2.11183907722398,1.47707842138684,39.0601741755469,1.72374704544063e-05,0.000394996387084183,"Amn",4.2979632873083,"ENSMUSG00000021278.7",TRUE,"ENSMUSG00000021278","ENSG00000166126","AMN"
"Cyp2j9",-0.98368715330092,3.99325971957077,39.0364848027555,1.72945218129667e-05,0.000395733496966344,"Cyp2j9",-4.29723064513557,"ENSMUSG00000015224.10",TRUE,"ENSMUSG00000015224","ENSG00000134716","CYP2J2"
"Colec12",0.50368269348368,8.10909225054449,38.926703957204,1.75617272348087e-05,0.000401270327895349,"Colec12",4.29382961061444,"ENSMUSG00000036103.9",TRUE,"ENSMUSG00000036103","ENSG00000158270","COLEC12"
"Dpyd",-1.13886698079491,3.26607610014922,38.8444775990638,1.77649420744667e-05,0.000404923009945507,"Dpyd",-4.29127590778035,"ENSMUSG00000033308.16",FALSE,"ENSMUSG00000033308","ENSG00000188641","DPYD"
"Tmem86a",0.596273021725215,5.14533151058851,38.841435225163,1.77725121638662e-05,0.000404923009945507,"Tmem86a",4.2911813167698,"ENSMUSG00000010307.7",TRUE,"ENSMUSG00000010307","ENSG00000151117","TMEM86A"
"Kank1",-0.711861313209252,4.69181038018362,38.7505488049202,1.80003581369411e-05,0.000409135370866389,"Kank1",-4.28835211651456,"ENSMUSG00000032702.16",TRUE,"ENSMUSG00000032702","ENSG00000107104","KANK1"
"Lgals9",-0.46838985501517,6.92001770967794,38.7471863287144,1.8008851135413e-05,0.000409135370866389,"Lgals9",-4.28824731843844,"ENSMUSG00000001123.15",TRUE,"ENSMUSG00000001123","ENSG00000249861","LGALS16"
"Scarf2",0.510498732461397,7.23356879439572,38.7094356731308,1.81045158278179e-05,0.000410721990313536,"Scarf2",4.28707011962862,"ENSMUSG00000012017.4",TRUE,"ENSMUSG00000012017","ENSG00000244486","SCARF2"
"Ptprf",0.743684525391641,5.58109027289784,38.6618912667274,1.82258224292611e-05,0.000412884977339799,"Ptprf",4.28558587749747,"ENSMUSG00000033295.14",TRUE,"ENSMUSG00000033295","ENSG00000142949","PTPRF"
"Gm31378",-1.69845356203505,2.04669623060536,38.595581922847,1.83965533719154e-05,0.000416159869521438,"Gm31378",-4.28351277137306,"ENSMUSG00000111488.1",FALSE,"ENSMUSG00000111488",NA,NA
"Serpinh1",0.452710060558377,11.0396731289728,38.5671988380419,1.84701884812966e-05,0.000417232112809745,"Serpinh1",4.28262430615618,"ENSMUSG00000070436.12",TRUE,"ENSMUSG00000070436","ENSG00000149257","SERPINH1"
"Ppic",0.440560489279679,8.70406003851606,38.5556526934785,1.85002388678133e-05,0.000417318154205441,"Ppic",4.28226269384733,"ENSMUSG00000024538.8",TRUE,"ENSMUSG00000024538","ENSG00000168938","PPIC"
"Cemip2",0.738953806961273,4.75702590356195,38.5021453541887,1.8640226763455e-05,0.000419880348752443,"Cemip2",4.28058548528757,"ENSMUSG00000024754.13",TRUE,"ENSMUSG00000024754","ENSG00000135048","CEMIP2"
"Tmem132a",0.640552666855942,4.8232992832179,38.4514416436531,1.87739923131072e-05,0.000422295332044333,"Tmem132a",4.2789939999959,"ENSMUSG00000024736.15",TRUE,"ENSMUSG00000024736","ENSG00000006118","TMEM132A"
"Foxf1",0.836503198362821,3.91337549117687,38.4317431941302,1.88262545742336e-05,0.000422716326750674,"Foxf1",4.27837513871506,"ENSMUSG00000042812.5",TRUE,"ENSMUSG00000042812","ENSG00000103241","FOXF1"
"Zfp36",-0.477611860325973,11.4377467324033,38.4243657648815,1.88458703179417e-05,0.000422716326750674,"Zfp36",-4.2781432820252,"ENSMUSG00000044786.6",TRUE,"ENSMUSG00000044786","ENSG00000128016","ZFP36"
"Fuca2",0.723659438430441,4.88405766453434,38.4004975115212,1.89094927156024e-05,0.00042295029909455,"Fuca2",4.27739284851684,"ENSMUSG00000019810.15",TRUE,"ENSMUSG00000019810","ENSG00000001036","FUCA2"
"Dact2",-1.08859485560168,4.327578205015,38.3799268695821,1.89645211448961e-05,0.00042358536484169,"Dact2",-4.27674571893937,"ENSMUSG00000048826.7",FALSE,"ENSMUSG00000048826","ENSG00000164488","DACT2"
"Tacc2",-0.525873989011512,5.52821234772655,38.3260707791663,1.91094559785897e-05,0.000426223952913761,"Tacc2",-4.27504981854405,"ENSMUSG00000030852.17",TRUE,"ENSMUSG00000030852","ENSG00000138162","TACC2"
"Klf4",-0.54720448892137,10.7431077538638,38.3031180641049,1.91716077138713e-05,0.000427011312988368,"Klf4",-4.27432632365057,"ENSMUSG00000003032.8",TRUE,"ENSMUSG00000003032","ENSG00000136826","KLF4"
"1810010H24Rik",-1.85477885654179,2.39576797774119,38.2479375028149,1.93219694840647e-05,0.00042975843455256,"1810010H24Rik",-4.27258519271611,"ENSMUSG00000078607.5",TRUE,"ENSMUSG00000078607","ENSG00000186665","C17orf58"
"Ifrd1",-0.771636001738396,8.14095906500891,38.1885121017046,1.94853999416714e-05,0.000432788149821789,"Ifrd1",-4.27070730673501,"ENSMUSG00000001627.12",TRUE,"ENSMUSG00000001627","ENSG00000006652","IFRD1"
"Duoxa1",-0.833432190517178,4.12349472523071,38.147234907159,1.95998449084641e-05,0.000434722919915347,"Duoxa1",-4.26940119407764,"ENSMUSG00000027224.14",TRUE,"ENSMUSG00000027224","ENSG00000140254","DUOXA1"
"Neat1",-0.555370817188684,6.85757418702274,38.100590364584,1.97300924321684e-05,0.000437002311906371,"Neat1",-4.26792354095619,"ENSMUSG00000092274.3",TRUE,"ENSMUSG00000092274",NA,NA
"Col22a1",3.07198138709372,1.55687315346764,38.0181384349135,1.99627417828167e-05,0.000441540309557906,"Col22a1",4.26530710926158,"ENSMUSG00000079022.10",TRUE,"ENSMUSG00000079022",NA,NA
"Nfib",-0.466171356911758,7.117084071501,37.9792300729721,2.00736094364641e-05,0.000443375848427901,"Nfib",-4.26407046421678,"ENSMUSG00000008575.17",TRUE,"ENSMUSG00000008575","ENSG00000147862","NFIB"
"Tnfrsf10b",0.897179140540663,3.1899815849648,37.952018833614,2.01515628073984e-05,0.000444480309744877,"Tnfrsf10b",4.26320484129052,"ENSMUSG00000022074.6",TRUE,"ENSMUSG00000022074","ENSG00000157873","TNFRSF14"
"Cxcl12",0.714354359798218,10.3678645386585,37.9369669674487,2.01948304877794e-05,0.000444817713638719,"Cxcl12",4.26272575610441,"ENSMUSG00000061353.11",TRUE,"ENSMUSG00000061353","ENSG00000107562","CXCL12"
"Lrrc8b",-0.803540532570457,4.03024606301596,37.7461643553926,2.07525661535047e-05,0.000456470345144102,"Lrrc8b",-4.25663616835362,"ENSMUSG00000070639.5",TRUE,"ENSMUSG00000070639","ENSG00000197147","LRRC8B"
"Igfbp7",0.462978083590392,9.82404769326148,37.6869872285471,2.09290910552897e-05,0.00045971731360811,"Igfbp7",4.25474123559995,"ENSMUSG00000036256.13",TRUE,"ENSMUSG00000036256","ENSG00000163453","IGFBP7"
"Rin1",1.61368218512105,2.56724438051338,37.5430789371796,2.1365539752296e-05,0.000468656798180363,"Rin1",4.25012065253912,"ENSMUSG00000024883.8",TRUE,"ENSMUSG00000024883","ENSG00000174791","RIN1"
"Ociad2",0.73338058464717,4.18410950330173,37.4989910227293,2.15013153527567e-05,0.000470985424318029,"Ociad2",4.24870154209609,"ENSMUSG00000029153.11",FALSE,"ENSMUSG00000029153","ENSG00000145247","OCIAD2"
"Slc15a3",0.743215107646263,4.1435193164364,37.4771582724335,2.15689158374008e-05,0.000471816325395028,"Slc15a3",4.24799816784033,"ENSMUSG00000024737.2",TRUE,"ENSMUSG00000024737","ENSG00000110446","SLC15A3"
"Col27a1",0.516639680422045,6.68747156106273,37.3462154057544,2.19794612552457e-05,0.000480051781318152,"Col27a1",4.24377104020783,"ENSMUSG00000045672.15",TRUE,"ENSMUSG00000045672","ENSG00000196739","COL27A1"
"Zmat3",0.735521908466369,5.34119397404649,37.337919518909,2.2005769262462e-05,0.000480051781318152,"Zmat3",4.24350273199088,"ENSMUSG00000027663.12",TRUE,"ENSMUSG00000027663","ENSG00000172667","ZMAT3"
"Prkacb",0.51463738655291,7.06238226882954,37.3119216675339,2.20884461987871e-05,0.000481195287533302,"Prkacb",4.24266151536681,"ENSMUSG00000005034.15",TRUE,"ENSMUSG00000005034","ENSG00000142875","PRKACB"
"Bmp4",-0.808481743208494,3.73687609197929,37.2863590785946,2.2170083563164e-05,0.000482313049117644,"Bmp4",-4.24183381164893,"ENSMUSG00000021835.15",TRUE,"ENSMUSG00000021835","ENSG00000125378","BMP4"
"S1pr3",0.47299905036823,6.15246653452711,37.1944067760098,2.24665953083406e-05,0.000488075462829877,"S1pr3",4.23885175031724,"ENSMUSG00000067586.4",TRUE,"ENSMUSG00000067586","ENSG00000213694","S1PR3"
"Stab1",1.14258128093314,4.05442084748256,37.1852584212431,2.24963412094762e-05,0.000488075462829877,"Stab1",4.23855466190121,"ENSMUSG00000042286.13",TRUE,"ENSMUSG00000042286","ENSG00000010327","STAB1"
"Carhsp1",-0.457459576383713,7.18790990071289,37.1649523802752,2.25625265510568e-05,0.000488844495560568,"Carhsp1",-4.23789497219778,"ENSMUSG00000008393.9",TRUE,"ENSMUSG00000008393","ENSG00000153048","CARHSP1"
"Fkbp5",0.659874850019826,5.66050692256088,37.1400755328833,2.26439119971827e-05,0.000489940316314554,"Fkbp5",4.23708629848306,"ENSMUSG00000024222.17",TRUE,"ENSMUSG00000024222","ENSG00000096060","FKBP5"
"Fads3",0.626637027019692,5.59776007567927,37.1139265232753,2.27298195033895e-05,0.000491130868970656,"Fads3",4.23623568744835,"ENSMUSG00000024664.5",TRUE,"ENSMUSG00000024664","ENSG00000221968","FADS3"
"Gm15674",-1.76982008504922,1.63507284089371,37.0854359169751,2.28238421113587e-05,0.000492493298638993,"Gm15674",-4.23530822457793,"ENSMUSG00000087691.1",FALSE,"ENSMUSG00000087691",NA,NA
"Azin1",-0.62943932342215,6.97134609181994,37.0151711926458,2.30576212626164e-05,0.000496469045258242,"Azin1",-4.2330178342634,"ENSMUSG00000037458.15",TRUE,"ENSMUSG00000037458","ENSG00000155096","AZIN1"
"Mbp",-1.0692680962304,4.73688529339052,37.0113152351801,2.3070529110598e-05,0.000496469045258242,"Mbp",-4.23289201766703,"ENSMUSG00000041607.17",TRUE,"ENSMUSG00000041607","ENSG00000197971","MBP"
"Inava",1.64191348241103,1.82467837478247,36.9435213494898,2.32988175388589e-05,0.000500704182865505,"Inava",4.23067782243464,"ENSMUSG00000041605.16",FALSE,"ENSMUSG00000041605","ENSG00000163362","INAVA"
"Zbtb7c",0.720887378749618,4.60083977373741,36.9127082474077,2.3403425719115e-05,0.000502273521202544,"Zbtb7c",4.22967010509289,"ENSMUSG00000044646.15",TRUE,"ENSMUSG00000044646","ENSG00000184828","ZBTB7C"
"Lmo2",-0.863758735328267,4.76617884230791,36.8796877057082,2.35161213974666e-05,0.000503468040722726,"Lmo2",-4.2285892635005,"ENSMUSG00000032698.15",TRUE,"ENSMUSG00000032698","ENSG00000135363","LMO2"
"Angpt2",0.697441268088826,4.43125711634232,36.877852834245,2.35224017013762e-05,0.000503468040722726,"Angpt2",4.22852917545089,"ENSMUSG00000031465.6",TRUE,"ENSMUSG00000031465","ENSG00000091879","ANGPT2"
"Ncoa1",-0.567469775701054,5.78878156956626,36.801359630527,2.37859240662836e-05,0.000508424126916811,"Ncoa1",-4.22602153293431,"ENSMUSG00000020647.10",TRUE,"ENSMUSG00000020647","ENSG00000084676","NCOA1"
"Fkbp11",0.614633436161859,4.73878290201495,36.7554360736345,2.39457451637026e-05,0.000511153268910554,"Fkbp11",4.22451354369844,"ENSMUSG00000003355.7",FALSE,"ENSMUSG00000003355","ENSG00000134285","FKBP11"
"Fgf23",-1.71602705160699,2.21652410535423,36.6796868395658,2.42120404640341e-05,0.000515498706132001,"Fgf23",-4.22202206160603,"ENSMUSG00000000182.9",TRUE,"ENSMUSG00000000182","ENSG00000118972","FGF23"
"Naglu",0.479277808400179,6.30514073789372,36.6790922287342,2.421414409109e-05,0.000515498706132001,"Naglu",4.22200248387177,"ENSMUSG00000001751.9",TRUE,"ENSMUSG00000001751","ENSG00000108784","NAGLU"
"Tiam2",0.689730036164329,4.03123962802868,36.566909283917,2.46147725829219e-05,0.000523327176986908,"Tiam2",4.21830315776852,"ENSMUSG00000023800.15",TRUE,"ENSMUSG00000023800","ENSG00000146426","TIAM2"
"Ctxn1",1.51172171694495,2.16012867376345,36.5501795418059,2.46751615472477e-05,0.000523885202847682,"Ctxn1",4.21775051189221,"ENSMUSG00000048644.8",FALSE,"ENSMUSG00000048644","ENSG00000178531","CTXN1"
"AU020206",0.842396514033333,3.84658494696682,36.5414043572269,2.47069044919677e-05,0.000523885202847682,"AU020206",4.21746053400312,"ENSMUSG00000097415.2",TRUE,"ENSMUSG00000097415",NA,NA
"Foxs1",1.12346681019928,3.07950220389109,36.4732477315399,2.49550385233604e-05,0.000528442047452729,"Foxs1",4.21520591899801,"ENSMUSG00000074676.2",TRUE,"ENSMUSG00000074676","ENSG00000179772","FOXS1"
"Mmd2",-4.9411092022618,0.4012221996087,36.4519390011794,2.50331967292538e-05,0.000529392190937929,"Mmd2",-4.2145001670227,"ENSMUSG00000039533.8",TRUE,"ENSMUSG00000039533","ENSG00000136297","MMD2"
"Itpkc",-0.708514715289302,4.9149969092489,36.4153397797478,2.51680895350394e-05,0.000531538018427267,"Itpkc",-4.21328702970557,"ENSMUSG00000003752.9",TRUE,"ENSMUSG00000003752","ENSG00000086544","ITPKC"
"Gucy1a1",0.620128947888726,6.2773704451533,36.3930467027897,2.52506596445112e-05,0.000532574589292654,"Gucy1a1",4.21254749636323,"ENSMUSG00000033910.13",TRUE,"ENSMUSG00000033910","ENSG00000164116","GUCY1A1"
"Rorb",-1.53167769537143,1.91575103130122,36.3620367536709,2.53660285794853e-05,0.000534098983543994,"Rorb",-4.21151804581529,"ENSMUSG00000036192.15",FALSE,"ENSMUSG00000036192","ENSG00000198963","RORB"
"Plekhb2",0.629531929095788,5.06758408104996,36.3555856367655,2.5390104480869e-05,0.000534098983543994,"Plekhb2",4.21130377550107,"ENSMUSG00000026123.11",TRUE,"ENSMUSG00000026123","ENSG00000115762","PLEKHB2"
"Adamtsl5",-0.6498589275327,5.46725350748731,36.2964009766708,2.56122018762474e-05,0.00053759979454753,"Adamtsl5",-4.20933622111282,"ENSMUSG00000043822.18",TRUE,"ENSMUSG00000043822","ENSG00000185761","ADAMTSL5"
"Col5a3",0.560562079501553,11.6588114835738,36.2932371467614,2.56241365947952e-05,0.00053759979454753,"Col5a3",4.20923095180541,"ENSMUSG00000004098.7",FALSE,"ENSMUSG00000004098","ENSG00000080573","COL5A3"
"Elovl6",-0.77640702542903,4.53436622586936,36.2682863646567,2.57184788308623e-05,0.000538868206649806,"Elovl6",-4.20840045060334,"ENSMUSG00000041220.10",TRUE,"ENSMUSG00000041220","ENSG00000170522","ELOVL6"
"Tmc6",0.676248611374361,4.9238839583754,36.2501098767783,2.57874553097569e-05,0.000539602502356663,"Tmc6",4.20779507761629,"ENSMUSG00000025572.17",TRUE,"ENSMUSG00000025572","ENSG00000141524","TMC6"
"Enpp1",0.615436370593837,5.03185048497584,36.1479298422831,2.61791482599492e-05,0.000547078836764747,"Enpp1",4.20438631136982,"ENSMUSG00000037370.13",TRUE,"ENSMUSG00000037370","ENSG00000197594","ENPP1"
"L3mbtl3",0.639520504211489,4.97753745405229,36.1167232635438,2.63001200516871e-05,0.000548885576354305,"L3mbtl3",4.20334333641814,"ENSMUSG00000039089.15",TRUE,"ENSMUSG00000039089","ENSG00000198945","L3MBTL3"
"Cnn2",0.472318308499871,5.90757707287489,36.0060244147505,2.67343992840208e-05,0.000557217761223831,"Cnn2",4.19963635672908,"ENSMUSG00000004665.10",TRUE,"ENSMUSG00000004665","ENSG00000064666","CNN2"
"Dapk1",-0.522187210656659,7.62473151720104,35.957627532916,2.6926821746719e-05,0.000560493777798525,"Dapk1",-4.19801212527675,"ENSMUSG00000021559.14",TRUE,"ENSMUSG00000021559","ENSG00000196730","DAPK1"
"Wnt5a",-0.798408063697303,5.15910032010411,35.9021699682866,2.71492565063084e-05,0.000564385132313494,"Wnt5a",-4.19614825838966,"ENSMUSG00000021994.15",FALSE,"ENSMUSG00000021994","ENSG00000114251","WNT5A"
"Gpr88",1.0430401994243,2.64359143899796,35.848792368764,2.73653245505132e-05,0.000568134146640746,"Gpr88",4.19435159206291,"ENSMUSG00000068696.6",FALSE,"ENSMUSG00000068696","ENSG00000181656","GPR88"
"Cxcl14",0.491859390573009,8.71382588159097,35.7763067729851,2.76618787996106e-05,0.000573542188461809,"Cxcl14",4.19190749800773,"ENSMUSG00000021508.11",FALSE,"ENSMUSG00000021508","ENSG00000145824","CXCL14"
"Prokr1",-1.09931277838492,2.93771965791729,35.7171858619377,2.79064634765066e-05,0.000577860011285007,"Prokr1",-4.18991039324513,"ENSMUSG00000049409.9",TRUE,"ENSMUSG00000049409",NA,NA
"Gm36377",1.48098510168963,1.83509487400072,35.6952966119816,2.7997643085402e-05,0.000578994171634784,"Gm36377",4.18917014114327,"ENSMUSG00000113909.1",FALSE,"ENSMUSG00000113909",NA,NA
"Dnajb4",-0.535301648709161,6.94076309134481,35.681131763585,2.80568272999263e-05,0.000579464577338608,"Dnajb4",-4.18869087303219,"ENSMUSG00000028035.13",TRUE,"ENSMUSG00000028035","ENSG00000162616","DNAJB4"
"Prkar2b",0.73867705862997,4.10317942024457,35.6335359989374,2.82567390099892e-05,0.000582836472731334,"Prkar2b",4.18707908342437,"ENSMUSG00000002997.15",TRUE,"ENSMUSG00000002997","ENSG00000005249","PRKAR2B"
"Pfkp",-0.468577458356172,6.29234325773657,35.6021092507602,2.83896256385799e-05,0.000584818933329451,"Pfkp",-4.18601367135266,"ENSMUSG00000021196.14",TRUE,"ENSMUSG00000021196","ENSG00000067057","PFKP"
"Vit",-1.03923952133533,4.18599122340782,35.5259441360425,2.87146457622629e-05,0.000590749044705391,"Vit",-4.18342768534077,"ENSMUSG00000024076.10",FALSE,"ENSMUSG00000024076","ENSG00000205221","VIT"
