"","logFC","logCPM","F","PValue","FDR","gene_name","z","gene_id","ovl_with_cherryetal","gene_id_trimmed","Human_gene_id","HGNC.symbol"
"Mapre2",-0.250043570159785,6.53243256835192,11.826651760902,0.00375961581560719,0.0275827601847759,"Mapre2",-2.8976569420696,"ENSMUSG00000024277.14",TRUE,"ENSMUSG00000024277","ENSG00000166974","MAPRE2"
"Ifih1",-0.3109837730737,5.29123587185375,11.8260711498817,0.00376026058483268,0.0275827601847759,"Ifih1",-2.89760315363452,"ENSMUSG00000026896.14",TRUE,"ENSMUSG00000026896","ENSG00000115267","IFIH1"
"Lamc3",-1.19824646507832,1.61754656387064,11.8171889600562,0.00377014005705157,0.027642479173486,"Lamc3",-2.89678002722004,"ENSMUSG00000026840.14",FALSE,"ENSMUSG00000026840","ENSG00000050555","LAMC3"
"Rpl21",-0.339738629777518,7.74304472492189,11.8071892425631,0.00378129809065076,0.0277115131500549,"Rpl21",-2.89585272910064,"ENSMUSG00000041453.12",TRUE,"ENSMUSG00000041453",NA,NA
"Endod1",0.342232192539357,5.29789981774165,11.8010729117741,0.00378814152875941,0.0277488782735426,"Endod1",2.89528522875284,"ENSMUSG00000037419.9",FALSE,"ENSMUSG00000037419","ENSG00000149218","ENDOD1"
"Ap1b1",0.287250542595388,5.38416750258837,11.7973606954717,0.00379230196266505,0.0277547491915939,"Ap1b1",2.89494067497193,"ENSMUSG00000009090.17",FALSE,"ENSMUSG00000009090","ENSG00000100280","AP1B1"
"Vars",0.273467152635223,5.62869048788278,11.7972434027018,0.00379243350269342,0.0277547491915939,"Vars",2.89492978685208,"ENSMUSG00000007029.16",FALSE,"ENSMUSG00000007029","ENSG00000204394","VARS1"
"Artn",1.40534856680923,1.44065358907966,11.7944386543472,0.00379558049236292,0.027765003022101,"Artn",2.8946693995855,"ENSMUSG00000028539.14",FALSE,"ENSMUSG00000028539","ENSG00000117407","ARTN"
"9930111J21Rik2",0.91604315889633,2.1396569970493,11.7926239792317,0.00379761819002241,0.0277671365866328,"9930111J21Rik2",2.89450090164735,"ENSMUSG00000069892.9",TRUE,"ENSMUSG00000069892",NA,NA
"Foxo3",0.275248096816824,6.35741589900484,11.7856083390465,0.00380550783149394,0.0278120363254817,"Foxo3",2.89384927834301,"ENSMUSG00000048756.11",FALSE,"ENSMUSG00000048756","ENSG00000118689","FOXO3"
"Vwf",1.25814483900819,1.7648992920577,11.7799446637725,0.0038118907655985,0.0278458883074474,"Vwf",2.89332299511952,"ENSMUSG00000001930.17",TRUE,"ENSMUSG00000001930","ENSG00000110799","VWF"
"Foxp4",0.272393530391674,5.68179568897904,11.7709565796344,0.00382204545574245,0.0279072492574252,"Foxp4",2.89248737256484,"ENSMUSG00000023991.16",FALSE,"ENSMUSG00000023991","ENSG00000137166","FOXP4"
"Amigo1",-0.394278724896055,4.25995026037745,11.7644110938773,0.00382945999173826,0.0279485554146919,"Amigo1",-2.89187850869193,"ENSMUSG00000050947.9",FALSE,"ENSMUSG00000050947","ENSG00000181754","AMIGO1"
"Selenoi",0.440600363668295,4.94909705330927,11.7398053307105,0.00385748029876966,0.0281401418308871,"Selenoi",2.88958717934364,"ENSMUSG00000075703.15",FALSE,"ENSMUSG00000075703","ENSG00000138018","SELENOI"
"4833411C07Rik",-2.31600636307729,-0.0749557883131465,11.7342314887076,0.00386386017083212,0.0281737589622848,"4833411C07Rik",-2.88906758641423,"ENSMUSG00000109089.1",FALSE,"ENSMUSG00000109089",NA,NA
"Map3k4",-0.381120600302712,4.82383729247493,11.7287136777996,0.00387018780490043,0.028206964556064,"Map3k4",-2.8885530171591,"ENSMUSG00000014426.9",TRUE,"ENSMUSG00000014426","ENSG00000085511","MAP3K4"
"Ssr1",0.262227581957067,7.80846657648855,11.7197359748337,0.00388050848258025,0.0282692287670516,"Ssr1",2.88771536735456,"ENSMUSG00000021427.10",TRUE,"ENSMUSG00000021427","ENSG00000124783","SSR1"
"B4galt4",0.408815009337291,3.95113222662712,11.7131831538274,0.00388806142508585,0.0283112824373353,"B4galt4",2.88710363474485,"ENSMUSG00000022793.17",TRUE,"ENSMUSG00000022793","ENSG00000121578","B4GALT4"
"Exosc7",-0.546133345086882,2.98741265056532,11.7108110642856,0.00389079969985799,0.0283138585858864,"Exosc7",-2.88688212128524,"ENSMUSG00000025785.5",TRUE,"ENSMUSG00000025785","ENSG00000075914","EXOSC7"
"Slc35c1",0.448018804146029,3.90275836011308,11.7097926260356,0.00389197603400287,0.0283138585858864,"Slc35c1",2.88678700490536,"ENSMUSG00000049922.8",FALSE,"ENSMUSG00000049922","ENSG00000181830","SLC35C1"
"Rasl12",0.372621124387137,4.5163866462693,11.7049385609253,0.00389758825569061,0.0283417220074292,"Rasl12",2.88633356937495,"ENSMUSG00000041696.14",FALSE,"ENSMUSG00000041696","ENSG00000103710","RASL12"
"Igtp",-0.381270105761532,4.92819102943343,11.6897975947659,0.0039151536773972,0.02844588613252,"Igtp",-2.88491820622952,"ENSMUSG00000078853.8",FALSE,"ENSMUSG00000078853","ENSG00000237693","IRGM"
"Acyp1",-0.910552855423582,2.03056829581271,11.6895080585437,0.0039154904574034,0.02844588613252,"Acyp1",-2.88489112601265,"ENSMUSG00000008822.15",TRUE,"ENSMUSG00000008822",NA,NA
"Aen",0.427254468614318,3.78207605161763,11.6821240454335,0.00392409053804278,0.0284953478659792,"Aen",2.88420031603119,"ENSMUSG00000030609.18",FALSE,"ENSMUSG00000030609","ENSG00000181026","AEN"
"Zfp36l2",0.284825683964778,7.95916100990401,11.6762542028678,0.00393094250450066,0.0285320760607367,"Zfp36l2",2.8836509085369,"ENSMUSG00000045817.8",FALSE,"ENSMUSG00000045817","ENSG00000152518","ZFP36L2"
"Fam117b",0.412404571714654,4.13957055536581,11.673625680588,0.00393401526068649,0.0285413525048802,"Fam117b",2.88340480982317,"ENSMUSG00000041040.12",FALSE,"ENSMUSG00000041040","ENSG00000138439","FAM117B"
"Cdh10",-3.21369756977087,-0.852600120219803,11.6709286840941,0.00393717092101034,0.0285420136630551,"Cdh10",-2.88315225290384,"ENSMUSG00000022321.15",FALSE,"ENSMUSG00000022321","ENSG00000040731","CDH10"
"Obsl1",0.280566679919683,5.98847967932369,11.6704802446661,0.00393769590497031,0.0285420136630551,"Obsl1",2.88311025470653,"ENSMUSG00000026211.17",FALSE,"ENSMUSG00000026211","ENSG00000124006","OBSL1"
"1810055G02Rik",0.310996563050254,5.96881533591567,11.6680837760576,0.00394050278729522,0.0285493466179298,"1810055G02Rik",2.88288579313594,"ENSMUSG00000035372.2",FALSE,"ENSMUSG00000035372","ENSG00000171067","C11orf24"
"Tbcd",0.290160796373229,5.52185254787004,11.6527145359131,0.00395855865516076,0.0286412995766639,"Tbcd",2.88144535782717,"ENSMUSG00000039230.14",TRUE,"ENSMUSG00000039230","ENSG00000141556","TBCD"
"Carm1",0.333317114233262,5.89740942848291,11.6526815347458,0.00395859752685073,0.0286412995766639,"Carm1",2.88144226321833,"ENSMUSG00000032185.15",FALSE,"ENSMUSG00000032185","ENSG00000142453","CARM1"
"Timp2",-0.254103830198812,11.4612109516826,11.6497480309862,0.0039620546126076,0.0286532762638921,"Timp2",-2.88116715192855,"ENSMUSG00000017466.9",FALSE,"ENSMUSG00000017466","ENSG00000035862","TIMP2"
"Slc44a2",0.278133868131569,6.86123043669076,11.6448883660539,0.00396778925327296,0.0286817056794545,"Slc44a2",2.8807112755112,"ENSMUSG00000057193.8",TRUE,"ENSMUSG00000057193","ENSG00000129353","SLC44A2"
"Slc2a10",0.320709831405084,5.2870389865656,11.6305390530725,0.00398477765212921,0.028788341929306,"Slc2a10",2.87936428208549,"ENSMUSG00000027661.4",FALSE,"ENSMUSG00000027661","ENSG00000197496","SLC2A10"
"Slc36a2",1.00433490101998,3.76017718072494,11.6293731284677,0.0039861616631033,0.028788341929306,"Slc36a2",2.87925477504805,"ENSMUSG00000020264.5",FALSE,"ENSMUSG00000020264","ENSG00000186335","SLC36A2"
"Fam81a",1.73736629104029,0.23645355223806,11.6268319202283,0.00398918011138522,0.0287970636910391,"Fam81a",2.87901606619867,"ENSMUSG00000032224.15",FALSE,"ENSMUSG00000032224","ENSG00000157470","FAM81A"
"Pi15",-0.347185267636015,6.42393359584588,11.6112730302062,0.00400771810660361,0.0289177590967864,"Pi15",-2.87755360664257,"ENSMUSG00000067780.3",FALSE,"ENSMUSG00000067780","ENSG00000137558","PI15"
"Wdr36",-0.354463801285718,4.78173309939556,11.6029186174538,0.00401771283524279,0.0289767288974449,"Wdr36",-2.87676767041541,"ENSMUSG00000038299.16",TRUE,"ENSMUSG00000038299","ENSG00000134987","WDR36"
"Psme1",-0.286272423046443,6.04082607100201,11.5966968934675,0.0040251746747751,0.0290173856994326,"Psme1",-2.87618206450811,"ENSMUSG00000022216.17",FALSE,"ENSMUSG00000022216","ENSG00000092010","PSME1"
"Met",-0.569410925608434,4.16261864725232,11.5659404972337,0.00406229524041991,0.0292717178107829,"Met",-2.87328340374944,"ENSMUSG00000009376.15",FALSE,"ENSMUSG00000009376","ENSG00000105976","MET"
"Wdfy2",-0.336886788851425,5.94216441367203,11.5580676855861,0.00407185998810957,0.0293273502676207,"Wdfy2",-2.87254041060112,"ENSMUSG00000014547.10",FALSE,"ENSMUSG00000014547","ENSG00000139668","WDFY2"
"Slc22a5",-0.402787624207762,4.54320779785278,11.5394672302925,0.00409456040719724,0.0294774984860379,"Slc22a5",-2.87078335489796,"ENSMUSG00000018900.7",FALSE,"ENSMUSG00000018900","ENSG00000197375","SLC22A5"
"Mpnd",0.33730380894527,5.14332958758122,11.5219663084699,0.00411605127527018,0.0296188069821818,"Mpnd",2.86912804835134,"ENSMUSG00000003199.16",FALSE,"ENSMUSG00000003199","ENSG00000008382","MPND"
"Rdm1",-0.576348872470093,3.12629500099356,11.5049193094088,0.00413710894590155,0.029742653337421,"Rdm1",-2.86751369818942,"ENSMUSG00000010362.9",TRUE,"ENSMUSG00000010362","ENSG00000278023","RDM1"
"Srgap2",-0.306509421965719,6.02673877150902,11.5038442869049,0.00413844101823694,0.029742653337421,"Srgap2",-2.86741182807896,"ENSMUSG00000026425.15",FALSE,"ENSMUSG00000026425","ENSG00000171943","SRGAP2C"
"Sord",-0.430696752554748,4.5412026219479,11.5034960278279,0.00413887265520421,0.029742653337421,"Sord",-2.86737882506352,"ENSMUSG00000027227.7",FALSE,"ENSMUSG00000027227","ENSG00000140263","SORD"
"4933408B17Rik",-2.66497054410865,-0.151259822445437,11.492784545929,0.00415217380940981,0.0298247606553948,"4933408B17Rik",-2.86636334498301,"ENSMUSG00000049357.11",FALSE,"ENSMUSG00000049357",NA,NA
"H13",0.257772538443264,6.87948695648226,11.4910069026285,0.00415438595689678,0.0298271782720223,"H13",2.86619474433613,"ENSMUSG00000019188.16",TRUE,"ENSMUSG00000019188","ENSG00000101294","HM13"
"Herc3",0.756254552049988,2.31435189924627,11.4784535117968,0.00417004619296997,0.029926103161914,"Herc3",2.86500351051773,"ENSMUSG00000029804.17",TRUE,"ENSMUSG00000029804","ENSG00000287542",""
"Rasgrf2",1.92774647872229,0.413261636433085,11.4681757224582,0.00418291795757092,0.0300049365264999,"Rasgrf2",2.86402742361807,"ENSMUSG00000021708.17",TRUE,"ENSMUSG00000021708","ENSG00000113319","RASGRF2"
"Tmpo",-0.278570070149136,5.44915395662232,11.4431080017951,0.00421450361577573,0.0302178769168988,"Tmpo",-2.86164372981416,"ENSMUSG00000019961.17",FALSE,"ENSMUSG00000019961",NA,NA
"Snu13",-0.358556511220357,4.62724334437908,11.4300952919244,0.00423100739537571,0.0303225374532041,"Snu13",-2.86040466765744,"ENSMUSG00000063480.8",TRUE,"ENSMUSG00000063480","ENSG00000100138","SNU13"
"Snrnp70",-0.307010793064681,7.10099478230058,11.4261659510429,0.00423600543909887,0.0303446822063015,"Snrnp70",-2.86003029193183,"ENSMUSG00000063511.11",FALSE,"ENSMUSG00000063511","ENSG00000104852","SNRNP70"
"Edf1",0.337308039676108,5.92883957240904,11.4210887879817,0.00424247350123183,0.0303691576978971,"Edf1",2.8595463995542,"ENSMUSG00000015092.9",FALSE,"ENSMUSG00000015092","ENSG00000107223","EDF1"
"Prpf4b",-0.295441879008171,6.12550486518712,11.4204865867342,0.00424324142644327,0.0303691576978971,"Prpf4b",-2.85948899353577,"ENSMUSG00000021413.9",FALSE,"ENSMUSG00000021413","ENSG00000112739","PRPF4B"
"Ctsz",0.24670187201015,7.81227420793917,11.4165982579541,0.00424820364381181,0.0303909952980383,"Ctsz",2.85911827146965,"ENSMUSG00000016256.10",FALSE,"ENSMUSG00000016256","ENSG00000101160","CTSZ"
"Il33",0.372003032305494,7.50943811268287,11.412027907917,0.00425404473966378,0.0304054552206026,"Il33",2.85868239221127,"ENSMUSG00000024810.16",FALSE,"ENSMUSG00000024810","ENSG00000137033","IL33"
"Mxra8",0.240405025353974,8.97910599741498,11.409824427351,0.00425686416304402,0.0304054552206026,"Mxra8",2.85847219298085,"ENSMUSG00000029070.9",FALSE,"ENSMUSG00000029070","ENSG00000162576","MXRA8"
"6720427I07Rik",-1.1696699673822,1.14217527209853,11.4087669926942,0.00425821794379509,0.0304054552206026,"6720427I07Rik",-2.85837130810374,"ENSMUSG00000097375.3",TRUE,"ENSMUSG00000097375",NA,NA
"Trpc3",-0.620227440942361,3.15179351666065,11.4085495655835,0.00425849636594265,0.0304054552206026,"Trpc3",-2.85835056345811,"ENSMUSG00000027716.13",FALSE,"ENSMUSG00000027716","ENSG00000138741","TRPC3"
"Ttl",0.323261923484726,4.99190943390948,11.4075437746995,0.00425978458350642,0.0304054552206026,"Ttl",2.85825459709944,"ENSMUSG00000027394.13",FALSE,"ENSMUSG00000027394","ENSG00000114999","TTL"
"Atp1b1",-0.40767545035588,4.7979956730318,11.4056144203554,0.00426225695048555,0.030409453693841,"Atp1b1",-2.85807049069249,"ENSMUSG00000026576.12",FALSE,"ENSMUSG00000026576","ENSG00000143153","ATP1B1"
"Dgat2",-0.985505583632205,1.31083710507003,11.3926092883917,0.00427896526785076,0.030501292987284,"Dgat2",-2.85682882778927,"ENSMUSG00000030747.5",TRUE,"ENSMUSG00000030747","ENSG00000062282","DGAT2"
"Egr3",0.258940628960926,6.5686696235392,11.3870090253586,0.00428618328058274,0.030539055874152,"Egr3",2.85629378742598,"ENSMUSG00000033730.4",FALSE,"ENSMUSG00000033730","ENSG00000179388","EGR3"
"Shisa5",0.252787526481138,7.61878842313886,11.3748311028979,0.0043019272042549,0.0306375048496487,"Shisa5",2.85512958669745,"ENSMUSG00000025647.16",TRUE,"ENSMUSG00000025647","ENSG00000164054","SHISA5"
"Egfl8",-1.44648968040385,1.32404855339495,11.3719211568749,0.00430569904843262,0.0306381057322896,"Egfl8",-2.85485124749459,"ENSMUSG00000015467.14",TRUE,"ENSMUSG00000015467","ENSG00000241404","EGFL8"
"Stk19",-0.444615206612645,4.11040315805155,11.371793425589,0.00430586469921821,0.0306381057322896,"Stk19",-2.85483902854091,"ENSMUSG00000061207.11",TRUE,"ENSMUSG00000061207","ENSG00000204344","STK19"
"Tm9sf4",0.252967670463361,6.66653302847602,11.3623357708953,0.00431815033487823,0.0307117820999859,"Tm9sf4",2.85393398502975,"ENSMUSG00000068040.10",FALSE,"ENSMUSG00000068040","ENSG00000101337","TM9SF4"
"Akt3",0.314909068699856,5.63168449553905,11.3528456303164,0.0043305185227311,0.0307859794666932,"Akt3",2.85302521533447,"ENSMUSG00000019699.16",FALSE,"ENSMUSG00000019699","ENSG00000117020","AKT3"
"Fam184b",-3.57915455643331,-1.93985098428409,11.3509210511878,0.00433303170667348,0.0307900818727562,"Fam184b",-2.85284084337615,"ENSMUSG00000015879.8",FALSE,"ENSMUSG00000015879","ENSG00000047662","FAM184B"
"Trim30a",-0.32939673360831,5.49502800249401,11.3489876987797,0.00433555802833909,0.0307942739279484,"Trim30a",-2.85265560529629,"ENSMUSG00000030921.17",TRUE,"ENSMUSG00000030921","ENSG00000239920",""
"Setdb2",-0.519425720026817,3.48214452639729,11.3472921009649,0.00433777506283199,0.0307962664393826,"Setdb2",-2.85249312575581,"ENSMUSG00000071350.12",FALSE,"ENSMUSG00000071350","ENSG00000136169","SETDB2"
"Tnni1",2.42051379976398,-0.828919937595025,11.3388232395772,0.00434886774867185,0.0308556471622917,"Tnni1",2.85168130639078,"ENSMUSG00000026418.16",TRUE,"ENSMUSG00000026418","ENSG00000159173","TNNI1"
"Fads1",-0.283049718611492,6.15325368095797,11.3379452970456,0.00435001955215103,0.0308556471622917,"Fads1",-2.85159711914729,"ENSMUSG00000010663.5",TRUE,"ENSMUSG00000010663","ENSG00000149485","FADS1"
"1500009L16Rik",0.565354833569226,2.95910298352187,11.3321936326273,0.00435757400582563,0.0308862357562811,"1500009L16Rik",2.85104545188498,"ENSMUSG00000087651.3",FALSE,"ENSMUSG00000087651","ENSG00000235162","C12orf75"
"Adcy2",0.449953387788614,3.88836755754551,11.3316196045562,0.00435832877994471,0.0308862357562811,"Adcy2",2.85099038182577,"ENSMUSG00000021536.7",FALSE,"ENSMUSG00000021536","ENSG00000078295","ADCY2"
"Pla2g15",0.373992290438125,5.6506797888254,11.3302285851327,0.00436015841494378,0.0308862357562811,"Pla2g15",2.85085692331129,"ENSMUSG00000031903.7",FALSE,"ENSMUSG00000031903","ENSG00000103066","PLA2G15"
"Cybrd1",1.26827892337094,0.871032299826287,11.3286251630815,0.00436226851833025,0.0308874248650962,"Cybrd1",2.85070306969843,"ENSMUSG00000027015.4",FALSE,"ENSMUSG00000027015","ENSG00000071967","CYBRD1"
"Rasgef1a",-1.45780902773425,0.800494874108055,11.3243209679602,0.0043679386226942,0.0309138085966648,"Rasgef1a",-2.8502899802939,"ENSMUSG00000030134.11",TRUE,"ENSMUSG00000030134","ENSG00000198915","RASGEF1A"
"C1rl",0.468631484559003,3.4779642395226,11.318516332077,0.00437559869035867,0.03094893721834,"C1rl",2.84973268548685,"ENSMUSG00000038527.9",FALSE,"ENSMUSG00000038527","ENSG00000139178","C1RL"
"Nbea",-0.327523659076898,4.71873775492702,11.3176113718247,0.00437679430321617,0.03094893721834,"Nbea",-2.8496457805694,"ENSMUSG00000027799.12",TRUE,"ENSMUSG00000027799","ENSG00000172915","NBEA"
"Nipal2",-0.5009004488103,3.35272194870288,11.3048692901768,0.00439366862168577,0.031054449818075,"Nipal2",-2.84842153490565,"ENSMUSG00000038879.8",FALSE,"ENSMUSG00000038879","ENSG00000104361","NIPAL2"
"Phka2",-0.379476997078996,4.23352914301996,11.3007691764049,0.00439911422587427,0.0310791264034112,"Phka2",-2.84802736136438,"ENSMUSG00000031295.13",FALSE,"ENSMUSG00000031295","ENSG00000044446","PHKA2"
"Cep95",-0.475212914072061,3.24750969550782,11.2937458569995,0.00440846027740821,0.0311313249518751,"Cep95",-2.8473518883041,"ENSMUSG00000018372.13",TRUE,"ENSMUSG00000018372","ENSG00000258890","CEP95"
"Amigo3",0.449145816979692,3.47955541319468,11.2902724952045,0.00441309073921649,0.0311501917557744,"Amigo3",2.8470177087072,"ENSMUSG00000032593.5",FALSE,"ENSMUSG00000032593","ENSG00000176020","AMIGO3"
"Mpv17l",1.00244974436341,1.31965815248357,11.2878726522003,0.00441629330779749,0.0311589673797265,"Mpv17l",2.8467867657641,"ENSMUSG00000022679.13",FALSE,"ENSMUSG00000022679","ENSG00000261130",""
"Mark4",0.30130176910162,5.06472005249317,11.2859766791268,0.00441882534808209,0.0311630064348335,"Mark4",2.84660428323058,"ENSMUSG00000030397.10",TRUE,"ENSMUSG00000030397","ENSG00000007047","MARK4"
"Gpnmb",0.318299464139644,8.12206496381806,11.2828005114728,0.00442307079199237,0.0311764410357286,"Gpnmb",2.84629852933488,"ENSMUSG00000029816.10",FALSE,"ENSMUSG00000029816","ENSG00000136235","GPNMB"
"Xab2",-0.320117160808698,4.81384741109465,11.281619072336,0.00442465116126765,0.0311764410357286,"Xab2",-2.84618478017573,"ENSMUSG00000019470.12",TRUE,"ENSMUSG00000019470","ENSG00000076924","XAB2"
"Thoc1",-0.339828053322425,4.52973965263217,11.2784824987288,0.00442884998207859,0.0311922060518139,"Thoc1",-2.84588274329284,"ENSMUSG00000024287.8",FALSE,"ENSMUSG00000024287","ENSG00000079134","THOC1"
"Kmt5c",-0.379090275888296,4.75095778034613,11.2767743457187,0.00443113854499851,0.0311945091992525,"Kmt5c",-2.84571822765625,"ENSMUSG00000059851.15",TRUE,"ENSMUSG00000059851","ENSG00000133247","KMT5C"
"Med31",-0.564543372001871,2.98632723786364,11.2675717262904,0.0044434914246569,0.0312676301443888,"Med31",-2.8448315558305,"ENSMUSG00000020801.8",TRUE,"ENSMUSG00000020801","ENSG00000108590","MED31"
"Znhit6",-0.509408097562813,3.49768702463756,11.2655517117915,0.00444620820896263,0.03127119908182,"Znhit6",-2.84463684868289,"ENSMUSG00000074182.8",TRUE,"ENSMUSG00000074182","ENSG00000117174","ZNHIT6"
"Xylt1",0.312175531529434,5.37771782592473,11.2642712315476,0.00444793135402609,0.03127119908182,"Xylt1",2.84451340977911,"ENSMUSG00000030657.11",FALSE,"ENSMUSG00000030657","ENSG00000103489","XYLT1"
"Itm2b",-0.257607698327988,10.251301958973,11.2574811530525,0.00445708156430372,0.0313216827738056,"Itm2b",-2.84385865212364,"ENSMUSG00000022108.8",TRUE,"ENSMUSG00000022108","ENSG00000136156","ITM2B"
"Ccdc85a",-1.3806592266594,1.20026243965703,11.2547138906653,0.00446081686649998,0.0313340859664086,"Ccdc85a",-2.84359171676716,"ENSMUSG00000032878.16",TRUE,"ENSMUSG00000032878","ENSG00000055813","CCDC85A"
"Irx3",0.888738730233232,2.23983870028472,11.2494306447398,0.0044679582478304,0.0313703929427138,"Irx3",2.84308193656729,"ENSMUSG00000031734.13",FALSE,"ENSMUSG00000031734","ENSG00000177508","IRX3"
"Klhl7",-0.323924211287711,4.99153337313691,11.245409936252,0.00447340182495292,0.0313947525252543,"Klhl7",-2.84269384803238,"ENSMUSG00000028986.12",FALSE,"ENSMUSG00000028986","ENSG00000122550","KLHL7"
"Zfp516",0.286639985879251,5.59619560413761,11.2350649377185,0.00448744270165098,0.0314700496754276,"Zfp516",2.84169480466133,"ENSMUSG00000058881.13",FALSE,"ENSMUSG00000058881","ENSG00000101493","ZNF516"
"F11r",1.10077427387451,1.44979893711147,11.234589962245,0.00448808857849901,0.0314700496754276,"F11r",2.8416489170854,"ENSMUSG00000038235.4",TRUE,"ENSMUSG00000038235","ENSG00000158769","F11R"
"Kin",-0.516710571349702,3.40903365130373,11.2275030926048,0.00449773803396904,0.031523811350467,"Kin",-2.84096406424261,"ENSMUSG00000037262.7",TRUE,"ENSMUSG00000037262","ENSG00000151657","KIN"
"Lhfpl4",-1.34245311095126,0.79959599151876,11.2219165594046,0.00450536138162798,0.0315633313004536,"Lhfpl4",-2.8404239513985,"ENSMUSG00000042873.11",FALSE,"ENSMUSG00000042873","ENSG00000156959","LHFPL4"
